account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial_x,is_churned,total_subscriptions,churned_subscriptions,total_mrr,avg_mrr,total_arr,max_tenure_months,avg_tenure_months,has_upgraded,has_downgraded,is_trial_y,auto_renew_count,sub_churn_rate,total_usage_events,total_usage_count,total_usage_duration,avg_usage_duration,total_errors,unique_features_used,beta_feature_usage,engagement_score,total_tickets,escalated_tickets,avg_resolution_hours,avg_first_response_mins,avg_satisfaction,urgent_tickets,escalation_rate,TenureGroup,signup_month,signup_year,signup_quarter,RevenueTier,EngagementTier,CLV,HighRisk
A-241e75,Company_242,Edtech,US,2024-07-03,partner,Enterprise,3,False,False,5,0,3594,718.8,43128,23.8,22.0,False,True,False,4,0.0,28,266,100257,3580.6071428571427,20,17,2,33.88,4.0,0.0,31.5,101.0,4.25,0.0,0.0,13-24 Months,2024-07,2024,2024Q3,Low,Low,15813.6,0
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,13,1,14118,1086.0,169416,27.4,21.23846153846154,False,False,True,10,0.077,79,819,274464,3474.227848101266,34,35,4,82.64,3.0,0.0,25.33,127.0,3.67,0.0,0.0,24+ Months,2024-01,2024,2024Q1,Medium,High,23064.97,0
A-ff3c73,Company_244,Healthtech,AU,2023-01-26,other,Pro,21,False,False,9,1,4335,481.6666666666667,52020,39.2,26.700000000000003,True,False,True,7,0.111,40,408,143989,3599.725,23,29,5,55.62,2.0,0.0,35.5,97.5,3.5,1.0,0.0,24+ Months,2023-01,2023,2023Q1,Low,Medium,12860.5,0
A-8b0451,Company_245,Fintech,UK,2024-09-16,event,Enterprise,41,False,False,10,1,31709,3170.9,380508,21.4,17.85,False,False,True,8,0.1,60,606,177930,2965.5,45,32,6,68.77,7.0,0.0,26.57,83.71,3.71,4.0,0.0,13-24 Months,2024-09,2024,2024Q3,Very High,Medium,56600.57,0
A-331424,Company_246,Devtools,US,2023-11-06,organic,Basic,11,False,False,6,1,6776,1129.3333333333333,81312,30.1,22.266666666666666,False,False,True,3,0.167,20,214,76170,3808.5,9,17,3,31.41,2.0,0.0,24.5,98.5,4.0,0.0,0.0,24+ Months,2023-11,2023,2023Q4,Low,Low,25146.49,0
A-51ec1b,Company_247,Devtools,US,2023-11-08,ads,Enterprise,7,False,False,6,2,11087,1847.8333333333333,133044,28.8,16.916666666666668,True,True,False,5,0.333,28,283,111162,3970.0714285714284,12,19,3,37.19,3.0,1.0,52.33,150.0,4.67,0.0,0.33,24+ Months,2023-11,2023,2023Q4,Low,Low,31259.18,0
A-bcf664,Company_248,Devtools,US,2023-05-19,other,Pro,5,False,False,13,1,13728,1056.0,164736,36.8,25.523076923076925,False,False,True,13,0.077,56,575,181920,3248.5714285714284,28,31,5,66.05,5.0,1.0,36.0,110.6,4.0,2.0,0.2,24+ Months,2023-05,2023,2023Q2,Medium,Medium,26952.37,0
A-90a8c8,Company_249,Fintech,AU,2024-08-24,organic,Pro,15,False,False,7,0,26514,3787.714285714286,318168,22.3,20.771428571428572,True,False,True,5,0.0,41,404,127486,3109.4146341463415,20,23,4,47.93,4.0,0.0,45.0,29.5,3.25,2.0,0.0,13-24 Months,2024-08,2024,2024Q3,High,Low,78676.24,0
A-86cdb4,Company_250,Devtools,DE,2024-09-22,partner,Basic,2,False,False,9,2,3551,394.55555555555554,42612,20.9,15.444444444444445,False,False,True,9,0.222,49,492,167226,3412.7755102040815,24,27,6,57.11,5.0,0.0,26.4,105.8,4.2,2.0,0.0,13-24 Months,2024-09,2024,2024Q3,Low,Medium,6093.69,0
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,7,1,5606,800.8571428571429,67272,18.7,15.9,False,False,True,6,0.143,36,329,78244,2173.4444444444443,17,23,6,44.37,4.0,0.0,16.5,84.75,3.75,1.0,0.0,13-24 Months,2024-12,2024,2024Q4,Low,Low,12733.63,0
A-dbc825,Company_252,Edtech,FR,2024-01-07,partner,Enterprise,19,False,False,16,4,42404,2650.25,508848,29.6,19.5,True,False,True,14,0.25,72,730,212801,2955.5694444444443,56,34,8,77.16,6.0,1.0,49.5,108.17,4.0,1.0,0.17,24+ Months,2024-01,2024,2024Q1,Very High,High,51679.88,0
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,7,0,39614,5659.142857142857,475368,19.7,18.785714285714285,True,True,True,7,0.0,34,334,106338,3127.5882352941176,18,23,4,44.61,5.0,0.0,35.6,105.8,4.0,0.0,0.0,13-24 Months,2024-10,2024,2024Q4,Very High,Low,106311.04,0
A-7c4956,Company_254,Devtools,US,2023-05-06,ads,Enterprise,5,False,True,8,3,3409,426.125,40908,37.2,20.6625,False,False,True,6,0.375,45,475,129707,2882.3777777777777,40,27,6,56.3,3.0,0.0,13.67,66.67,4.0,0.0,0.0,24+ Months,2023-05,2023,2023Q2,Low,Medium,8804.81,0
A-0651a4,Company_255,Healthtech,FR,2024-10-16,organic,Pro,16,False,False,15,1,44564,2970.9333333333334,534768,20.2,17.746666666666666,False,False,True,13,0.067,69,705,201426,2919.217391304348,36,34,8,75.98,4.0,0.0,29.25,48.5,4.0,1.0,0.0,13-24 Months,2024-10,2024,2024Q4,Very High,High,52724.16,0
A-3ce5b8,Company_256,Fintech,IN,2023-09-07,ads,Basic,8,False,True,9,0,16650,1850.0,199800,30.7,25.255555555555556,False,False,True,9,0.0,50,509,147802,2956.04,29,29,5,60.42,10.0,0.0,42.5,101.8,3.8,3.0,0.0,24+ Months,2023-09,2023,2023Q3,Medium,Medium,46722.78,0
A-bd4708,Company_257,Fintech,US,2024-07-21,ads,Pro,37,True,False,13,0,38975,2998.076923076923,467700,23.3,20.50769230769231,True,False,True,9,0.0,64,653,201897,3154.640625,30,33,7,72.26,4.0,0.0,24.0,90.75,3.75,1.0,0.0,13-24 Months,2024-07,2024,2024Q3,Very High,Medium,61483.64,0
A-993085,Company_258,Healthtech,US,2023-06-01,ads,Basic,31,True,False,15,1,48456,3230.4,581472,35.1,27.066666666666666,True,True,True,12,0.067,70,665,216015,3085.9285714285716,48,33,7,72.83,4.0,0.0,46.5,82.0,3.75,0.0,0.0,24+ Months,2023-06,2023,2023Q2,Very High,Medium,87436.16,0
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,11,0,34538,3139.818181818182,414456,23.4,21.363636363636363,False,True,False,7,0.0,67,714,218189,3256.5522388059703,52,35,8,77.65,4.0,1.0,57.5,39.0,4.0,0.0,0.25,13-24 Months,2024-07,2024,2024Q3,Very High,High,67077.93,0
A-151c9a,Company_260,Fintech,US,2023-01-27,ads,Enterprise,23,False,False,5,0,14250,2850.0,171000,38.1,30.380000000000003,False,True,False,4,0.0,34,366,120907,3556.0882352941176,14,28,1,52.38,2.0,0.0,31.0,156.5,3.5,0.0,0.0,24+ Months,2023-01,2023,2023Q1,Medium,Medium,86583.0,0
A-474ad4,Company_261,Edtech,US,2023-11-28,organic,Basic,8,False,False,15,2,12125,808.3333333333334,145500,31.1,22.88,True,True,True,10,0.133,64,605,183355,2864.921875,45,34,6,71.23,3.0,1.0,33.0,50.67,4.33,1.0,0.33,24+ Months,2023-11,2023,2023Q4,Medium,Medium,18494.67,0
A-4ef964,Company_262,Healthtech,US,2024-03-07,organic,Pro,17,False,False,9,1,14279,1586.5555555555557,171348,27.1,20.6,False,False,True,6,0.111,49,487,150663,3074.7551020408164,32,31,6,61.87,3.0,0.0,42.67,86.33,4.0,0.0,0.0,24+ Months,2024-03,2024,2024Q1,Medium,Medium,32683.04,0
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,9,1,28130,3125.5555555555557,337560,25.9,19.344444444444445,True,True,True,7,0.111,44,456,143313,3257.1136363636365,19,27,5,55.4,6.0,1.0,44.33,116.83,3.5,2.0,0.17,24+ Months,2024-04,2024,2024Q2,High,Medium,60462.14,0
A-0baac2,Company_264,Fintech,DE,2024-05-30,organic,Enterprise,14,False,True,6,2,18500,3083.3333333333335,222000,20.6,13.6,False,False,False,6,0.333,21,202,73161,3483.8571428571427,9,19,0,33.34,6.0,0.0,43.5,89.0,4.17,1.0,0.0,13-24 Months,2024-05,2024,2024Q2,Medium,Low,41933.33,0
A-bb1486,Company_265,Healthtech,US,2024-11-05,organic,Basic,41,False,False,8,1,16307,2038.375,195684,19.6,16.6875,False,True,False,6,0.125,42,405,118945,2832.0238095238096,35,24,5,49.23,3.0,0.0,11.0,78.0,3.67,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,Medium,Low,34015.38,0
A-560d27,Company_266,Devtools,US,2024-05-05,organic,Pro,23,False,False,12,1,41641,3470.0833333333335,499692,25.1,19.658333333333335,True,False,True,7,0.083,59,587,185616,3146.0338983050847,38,27,6,61.62,4.0,0.0,30.75,59.75,3.75,0.0,0.0,24+ Months,2024-05,2024,2024Q2,Very High,Medium,68216.05,0
A-0b0d6d,Company_267,Devtools,US,2024-12-30,organic,Pro,3,False,False,13,2,33491,2576.230769230769,401892,18.0,15.23076923076923,True,False,False,13,0.154,62,582,162411,2619.532258064516,48,32,9,67.64,5.0,1.0,31.4,90.4,4.0,1.0,0.2,13-24 Months,2024-12,2024,2024Q4,Very High,Medium,39237.98,0
A-2789e3,Company_268,Fintech,US,2024-09-14,partner,Enterprise,11,False,False,12,0,24489,2040.75,293868,21.5,20.083333333333332,True,True,True,10,0.0,65,680,205877,3167.3384615384616,45,33,6,73.54,4.0,0.0,47.25,83.25,4.0,0.0,0.0,13-24 Months,2024-09,2024,2024Q3,High,Medium,40985.06,0
A-b07346,Company_269,Healthtech,US,2024-10-10,partner,Pro,51,False,True,5,0,31416,6283.2,376992,19.8,18.860000000000003,True,False,True,3,0.0,33,326,106943,3240.6969696969695,22,23,4,44.23,3.0,0.0,42.33,76.67,3.67,1.0,0.0,13-24 Months,2024-10,2024,2024Q4,Very High,Low,118501.15,0
A-902ef7,Company_270,Healthtech,US,2024-09-03,other,Enterprise,83,False,True,8,0,44322,5540.25,531864,21.9,19.5375,True,False,True,8,0.0,40,414,145878,3646.95,24,31,5,58.41,2.0,0.0,48.5,85.0,4.0,2.0,0.0,13-24 Months,2024-09,2024,2024Q3,Very High,Medium,108242.63,0
A-20736a,Company_271,Edtech,IN,2024-03-16,organic,Enterprise,50,False,False,7,0,40525,5789.285714285715,486300,25.9,21.814285714285713,True,True,True,7,0.0,42,430,108408,2581.1428571428573,22,22,5,47.92,4.0,0.0,42.25,78.25,3.75,1.0,0.0,24+ Months,2024-03,2024,2024Q1,Very High,Low,126289.13,0
A-e4bf56,Company_272,Healthtech,IN,2024-10-28,ads,Pro,17,False,True,7,1,18926,2703.714285714286,227112,19.5,16.17142857142857,False,True,False,4,0.143,33,339,115488,3499.6363636363635,10,25,1,47.35,8.0,0.0,29.12,111.5,3.75,5.0,0.0,13-24 Months,2024-10,2024,2024Q4,High,Low,43722.92,0
A-cea1f0,Company_273,Fintech,US,2024-04-07,event,Pro,8,False,True,10,0,12244,1224.4,146928,25.1,21.46,True,True,True,4,0.0,56,586,161188,2878.3571428571427,28,28,9,62.83,5.0,0.0,42.2,107.4,4.2,2.0,0.0,24+ Months,2024-04,2024,2024Q2,Medium,Medium,26275.62,0
A-ef84cf,Company_274,Edtech,US,2024-03-01,partner,Enterprise,8,False,False,5,1,7507,1501.4,90084,27.8,20.32,False,True,True,3,0.2,28,309,100420,3586.4285714285716,11,21,3,40.92,5.0,1.0,34.8,79.4,4.2,2.0,0.2,24+ Months,2024-03,2024,2024Q1,Low,Low,30508.45,0
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,8,0,13325,1665.625,159900,28.7,23.825,False,False,False,7,0.0,41,436,142933,3486.170731707317,34,27,5,54.45,4.0,0.0,32.0,55.25,4.25,2.0,0.0,24+ Months,2023-09,2023,2023Q3,Medium,Medium,39683.52,0
A-67be94,Company_276,Edtech,US,2023-04-04,organic,Enterprise,26,False,False,7,1,21930,3132.8571428571427,263160,34.3,24.357142857142858,True,False,False,6,0.143,42,416,127197,3028.5,17,26,3,52.25,5.0,0.0,38.6,51.0,4.0,1.0,0.0,24+ Months,2023-04,2023,2023Q2,High,Medium,76307.45,0
A-4e960a,Company_277,Fintech,US,2024-01-17,other,Enterprise,12,True,True,12,0,23942,1995.1666666666667,287304,28.9,24.491666666666664,False,True,True,11,0.0,49,512,153943,3141.6938775510203,21,29,5,60.56,6.0,0.0,29.17,83.17,4.0,3.0,0.0,24+ Months,2024-01,2024,2024Q1,High,Medium,48864.96,0
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,12,2,29433,2452.75,353196,23.1,17.641666666666666,True,True,True,11,0.167,70,708,203309,2904.4142857142856,39,32,14,73.62,4.0,1.0,33.0,101.25,3.75,0.0,0.25,13-24 Months,2024-07,2024,2024Q3,Very High,Medium,43270.6,0
A-533452,Company_279,Devtools,AU,2024-11-12,organic,Pro,9,False,False,11,1,20664,1878.5454545454545,247968,19.3,17.227272727272727,True,True,True,10,0.091,63,595,172726,2741.6825396825398,43,32,10,68.25,4.0,0.0,32.75,35.5,4.0,1.0,0.0,13-24 Months,2024-11,2024,2024Q4,High,Medium,32362.21,0
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,16,2,24062,1503.875,288744,21.5,17.75,True,False,True,13,0.125,63,618,195039,3095.8571428571427,29,28,8,64.34,8.0,0.0,29.25,49.0,4.25,4.0,0.0,13-24 Months,2024-09,2024,2024Q3,High,Medium,26693.78,0
A-1f7acb,Company_281,Fintech,UK,2023-08-06,ads,Basic,64,True,False,8,0,46912,5864.0,562944,34.2,26.962500000000002,True,True,True,6,0.0,53,510,164068,3095.622641509434,45,26,7,56.72,7.0,0.0,41.71,129.57,4.29,1.0,0.0,24+ Months,2023-08,2023,2023Q3,Very High,Medium,158108.1,0
A-f51f16,Company_282,Healthtech,US,2023-12-25,partner,Enterprise,1,False,False,8,1,13310,1663.75,159720,28.6,24.05,True,False,True,7,0.125,37,384,146093,3948.4594594594596,27,25,3,49.48,4.0,0.0,29.25,91.0,3.5,2.0,0.0,24+ Months,2023-12,2023,2023Q4,Medium,Low,40013.19,0
A-5a3eb9,Company_283,Devtools,CA,2023-08-20,other,Enterprise,18,True,False,13,1,20293,1561.0,243516,33.6,24.06153846153846,False,True,False,11,0.077,69,722,216880,3143.1884057971015,34,34,7,76.78,3.0,0.0,24.0,83.0,4.0,1.0,0.0,24+ Months,2023-08,2023,2023Q3,High,High,37560.06,0
A-5f2961,Company_284,Healthtech,US,2024-11-22,partner,Basic,4,False,False,7,0,10299,1471.2857142857142,123588,19.1,18.74285714285714,False,False,False,6,0.0,36,348,103023,2861.75,19,22,2,44.02,1.0,0.0,53.0,19.0,4.0,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,Low,Low,27576.1,0
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,16,1,22933,1433.3125,275196,36.2,23.95625,True,False,True,13,0.062,71,722,206401,2907.056338028169,31,37,8,80.53,6.0,0.0,43.5,80.5,4.17,2.0,0.0,24+ Months,2023-07,2023,2023Q3,High,High,34336.79,0
A-e98302,Company_286,Edtech,US,2023-12-26,ads,Enterprise,16,True,False,6,1,12567,2094.5,150804,29.5,20.599999999999998,False,False,False,5,0.167,30,273,88751,2958.366666666667,18,21,3,39.21,9.0,0.0,44.44,99.44,4.11,3.0,0.0,24+ Months,2023-12,2023,2023Q4,Medium,Low,43146.7,0
A-8bde0c,Company_287,Devtools,US,2024-11-04,organic,Basic,12,False,False,18,2,34198,1899.888888888889,410376,19.9,16.533333333333335,True,False,True,15,0.111,80,773,240908,3011.35,43,34,6,79.2,3.0,0.0,25.67,86.33,4.0,0.0,0.0,13-24 Months,2024-11,2024,2024Q4,Very High,High,31411.5,0
A-bcf87c,Company_288,Fintech,US,2024-06-27,event,Pro,10,False,True,11,2,21770,1979.090909090909,261240,23.4,16.89090909090909,False,True,True,8,0.182,54,503,147590,2733.1481481481483,19,26,7,56.38,2.0,0.0,63.0,49.5,4.0,0.0,0.0,13-24 Months,2024-06,2024,2024Q2,High,Medium,33428.64,0
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,11,0,16168,1469.8181818181818,194016,34.8,26.145454545454548,False,True,True,10,0.0,56,607,183498,3276.75,39,28,6,63.82,5.0,0.0,37.4,72.0,4.4,0.0,0.0,24+ Months,2023-06,2023,2023Q2,Medium,Medium,38429.06,0
A-625d0b,Company_290,Edtech,AU,2024-09-02,ads,Basic,9,False,False,11,1,11893,1081.1818181818182,142716,21.2,18.045454545454547,False,False,True,10,0.091,54,529,141489,2620.1666666666665,38,32,6,65.12,5.0,0.0,48.4,72.4,3.8,2.0,0.0,13-24 Months,2024-09,2024,2024Q3,Medium,Medium,19510.42,0
A-fce879,Company_291,Edtech,UK,2024-09-24,partner,Pro,10,True,True,5,0,6797,1359.4,81564,21.1,20.18,False,True,True,5,0.0,27,299,98740,3657.037037037037,14,25,1,45.45,2.0,0.0,28.0,61.5,4.0,1.0,0.0,13-24 Months,2024-09,2024,2024Q3,Low,Low,27432.69,0
A-b07b56,Company_292,Devtools,US,2024-11-08,event,Pro,25,False,True,15,1,16984,1132.2666666666667,203808,19.5,17.673333333333336,False,False,True,12,0.067,64,633,185462,2897.84375,38,32,9,70.06,4.0,0.0,31.25,93.75,3.75,2.0,0.0,13-24 Months,2024-11,2024,2024Q4,Medium,Medium,20010.93,0
A-6da850,Company_293,Fintech,IN,2023-10-07,organic,Pro,5,False,False,16,3,18559,1159.9375,222708,33.0,21.60625,True,True,True,12,0.188,70,714,186370,2662.4285714285716,51,30,8,71.4,5.0,0.0,49.0,76.4,4.0,1.0,0.0,24+ Months,2023-10,2023,2023Q4,Medium,Medium,25061.9,0
A-342303,Company_294,Edtech,US,2024-03-16,other,Pro,1,True,False,3,0,1695,565.0,20340,26.1,22.96666666666667,False,False,True,3,0.0,15,141,23149,1543.2666666666667,5,12,1,21.7,3.0,0.0,29.33,71.33,4.33,0.0,0.0,24+ Months,2024-03,2024,2024Q1,Low,Very Low,12976.17,0
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,12,1,20042,1670.1666666666667,240504,23.5,18.716666666666665,False,False,True,10,0.083,68,703,220928,3248.9411764705883,35,36,3,78.38,1.0,0.0,45.0,37.0,4.0,0.0,0.0,13-24 Months,2024-06,2024,2024Q2,High,High,31259.95,0
A-f1f639,Company_296,Edtech,US,2023-02-26,ads,Basic,2,False,False,4,0,2919,729.75,35028,36.2,30.5,True,False,False,4,0.0,14,139,43097,3078.3571428571427,10,12,4,21.6,7.0,0.0,20.0,67.57,4.57,1.0,0.0,24+ Months,2023-02,2023,2023Q1,Low,Very Low,22257.38,0
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,5,0,21022,4204.4,252264,29.6,25.9,False,False,False,3,0.0,24,230,60120,2505.0,13,19,3,34.67,2.0,0.0,31.5,21.5,3.5,1.0,0.0,24+ Months,2023-09,2023,2023Q3,High,Low,108893.96,0
A-4e631b,Company_298,Fintech,US,2024-03-16,other,Enterprise,22,False,False,11,0,24398,2218.0,292776,27.6,21.59090909090909,True,True,True,8,0.0,49,502,154668,3156.4897959183672,29,32,4,63.84,2.0,0.0,24.5,52.0,4.0,1.0,0.0,24+ Months,2024-03,2024,2024Q1,High,Medium,47888.64,0
A-7f6b86,Company_299,Healthtech,US,2023-08-24,partner,Basic,45,True,True,9,1,19402,2155.777777777778,232824,34.3,23.51111111111111,True,False,True,7,0.111,41,420,144249,3518.268292682927,14,27,3,53.69,7.0,0.0,40.43,96.57,3.86,1.0,0.0,24+ Months,2023-08,2023,2023Q3,High,Medium,50684.73,0
A-8adedc,Company_300,Edtech,US,2024-02-11,event,Basic,4,True,True,14,2,28328,2023.4285714285713,339936,27.7,21.928571428571427,False,False,True,13,0.143,61,583,165997,2721.2622950819673,33,32,5,67.68,4.0,0.0,49.25,56.75,4.0,0.0,0.0,24+ Months,2024-02,2024,2024Q1,High,Medium,44370.9,0
A-2edab2,Company_301,Healthtech,US,2023-11-17,event,Enterprise,17,False,False,10,1,11390,1139.0,136680,31.5,23.47,True,False,False,9,0.1,47,487,160804,3421.3617021276596,26,28,5,58.12,4.0,0.0,30.0,102.25,3.75,0.0,0.0,24+ Months,2023-11,2023,2023Q4,Low,Medium,26732.33,0
A-149a69,Company_302,Devtools,US,2024-10-17,event,Basic,34,False,False,3,0,8058,2686.0,96696,18.9,18.633333333333333,False,False,False,1,0.0,18,208,59894,3327.4444444444443,9,18,1,32.38,8.0,0.0,33.88,120.88,4.12,3.0,0.0,13-24 Months,2024-10,2024,2024Q4,Low,Low,50049.13,0
A-a6d261,Company_303,Fintech,CA,2023-11-29,other,Pro,9,False,False,14,1,38191,2727.9285714285716,458292,30.8,24.521428571428572,True,False,True,13,0.071,63,627,189235,3003.7301587301586,27,36,6,74.77,4.0,1.0,40.0,63.25,4.5,0.0,0.25,24+ Months,2023-11,2023,2023Q4,Very High,Medium,66892.71,0
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,9,1,13594,1510.4444444444443,163128,18.8,16.41111111111111,True,False,False,7,0.111,56,527,158149,2824.089285714286,28,31,4,63.77,4.0,0.0,28.0,122.25,4.5,1.0,0.0,13-24 Months,2024-12,2024,2024Q4,Medium,Medium,24788.07,0
A-202b67,Company_305,Healthtech,US,2024-03-22,organic,Pro,11,False,False,9,1,18168,2018.6666666666667,218016,27.3,21.822222222222223,True,False,False,8,0.111,46,447,110514,2402.478260869565,38,29,5,57.48,4.0,0.0,36.75,90.5,4.5,2.0,0.0,24+ Months,2024-03,2024,2024Q1,Medium,Medium,44051.79,0
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,10,0,33506,3350.6,402072,31.7,24.71,True,False,True,9,0.0,51,514,143734,2818.3137254901962,27,32,2,64.41,4.0,0.0,31.75,106.25,4.0,2.0,0.0,24+ Months,2023-11,2023,2023Q4,Very High,Medium,82793.33,0
A-ffc04f,Company_307,Edtech,US,2024-06-06,ads,Pro,13,False,False,15,2,20039,1335.9333333333334,240468,24.9,18.513333333333332,False,True,True,8,0.133,86,857,277347,3224.9651162790697,64,37,7,86.94,7.0,1.0,17.71,58.57,4.29,1.0,0.14,24+ Months,2024-06,2024,2024Q2,High,High,24732.58,0
A-65c341,Company_308,Fintech,US,2023-12-26,ads,Pro,11,True,False,8,2,30546,3818.25,366552,28.7,18.225,False,False,True,8,0.25,38,410,147068,3870.2105263157896,17,25,4,50.72,5.0,0.0,41.4,87.8,4.0,1.0,0.0,24+ Months,2023-12,2023,2023Q4,Very High,Medium,69587.61,0
A-dcc2f0,Company_309,Fintech,UK,2023-07-22,organic,Basic,15,False,False,15,1,17493,1166.2,209916,33.2,24.586666666666666,True,False,True,13,0.067,76,833,243699,3206.565789473684,26,35,8,83.3,2.0,0.0,27.0,100.0,4.0,1.0,0.0,24+ Months,2023-07,2023,2023Q3,Medium,High,28672.97,0
A-ced9aa,Company_310,Devtools,US,2024-10-05,other,Enterprise,3,False,False,11,2,6252,568.3636363636364,75024,20.7,15.7,False,False,False,11,0.182,55,531,166970,3035.818181818182,39,33,5,66.46,7.0,0.0,28.86,102.86,3.86,1.0,0.0,13-24 Months,2024-10,2024,2024Q4,Low,Medium,8923.31,0
A-3d957b,Company_311,Healthtech,UK,2024-04-04,other,Pro,14,False,False,6,1,11852,1975.3333333333333,142224,23.6,19.099999999999998,True,False,False,4,0.167,15,143,43699,2913.266666666667,12,13,3,23.04,3.0,0.0,41.33,79.33,3.67,1.0,0.0,13-24 Months,2024-04,2024,2024Q2,Low,Very Low,37728.87,0
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,11,2,24907,2264.2727272727275,298884,20.5,15.8,True,False,False,11,0.182,59,565,172626,2925.864406779661,25,28,6,61.83,5.0,1.0,21.8,66.2,4.0,2.0,0.2,13-24 Months,2024-10,2024,2024Q4,High,Medium,35775.51,0
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,12,1,30524,2543.6666666666665,366288,26.5,22.516666666666666,False,False,True,9,0.083,66,644,189514,2871.4242424242425,40,35,7,74.33,7.0,1.0,25.57,62.29,3.71,4.0,0.14,24+ Months,2024-03,2024,2024Q1,Very High,Medium,57274.89,0
A-dcc3f1,Company_314,Healthtech,US,2023-12-27,event,Pro,21,False,False,8,0,12747,1593.375,152964,30.3,24.45,False,True,True,6,0.0,48,500,137958,2874.125,30,31,6,62.49,9.0,0.0,35.67,83.44,3.89,3.0,0.0,24+ Months,2023-12,2023,2023Q4,Medium,Medium,38958.02,0
A-c62e55,Company_315,Edtech,US,2023-02-08,partner,Basic,1,True,False,9,0,11902,1322.4444444444443,142824,31.7,26.311111111111114,True,False,False,7,0.0,32,337,87045,2720.15625,13,24,6,46.0,4.0,0.0,27.5,101.25,4.0,2.0,0.0,24+ Months,2023-02,2023,2023Q1,Medium,Low,34794.98,0
A-e4144b,Company_316,Edtech,UK,2024-10-22,other,Pro,41,False,False,10,0,35424,3542.4,425088,19.7,18.869999999999997,True,False,True,8,0.0,43,439,133397,3102.2558139534885,21,26,5,53.35,3.0,0.0,57.0,172.33,4.0,1.0,0.0,13-24 Months,2024-10,2024,2024Q4,Very High,Medium,66845.09,0
A-e40f45,Company_317,Healthtech,US,2024-04-18,organic,Pro,21,False,False,7,1,11825,1689.2857142857142,141900,25.7,21.042857142857144,True,False,True,6,0.143,45,401,122954,2732.311111111111,26,29,5,55.29,7.0,0.0,26.71,96.29,4.14,2.0,0.0,24+ Months,2024-04,2024,2024Q2,Low,Medium,35547.4,0
A-96215d,Company_318,Fintech,US,2024-08-08,event,Enterprise,10,False,False,6,0,10312,1718.6666666666667,123744,22.5,21.233333333333334,True,False,False,3,0.0,32,347,104442,3263.8125,21,20,5,41.48,1.0,0.0,25.0,115.0,3.0,1.0,0.0,13-24 Months,2024-08,2024,2024Q3,Low,Low,36493.02,0
A-2b9d3e,Company_319,Edtech,US,2023-06-04,partner,Enterprise,1,False,False,9,0,5142,571.3333333333334,61704,34.1,25.133333333333333,True,False,True,8,0.0,45,444,142589,3168.6444444444446,19,26,5,53.58,3.0,0.0,34.67,79.33,4.33,1.0,0.0,24+ Months,2023-06,2023,2023Q2,Low,Medium,14359.51,0
A-b7724f,Company_320,Healthtech,UK,2023-03-28,organic,Basic,1,False,False,8,3,3222,402.75,38664,37.2,15.9375,False,False,False,7,0.375,38,380,93251,2453.9736842105262,16,28,2,53.04,3.0,0.0,28.67,92.0,3.33,1.0,0.0,24+ Months,2023-03,2023,2023Q1,Low,Medium,6418.83,0
A-310452,Company_321,Devtools,FR,2024-12-25,other,Enterprise,9,False,False,5,0,11003,2200.6,132036,18.2,18.12,False,False,True,4,0.0,25,268,65581,2623.24,16,20,4,37.73,5.0,0.0,34.2,113.6,3.6,1.0,0.0,13-24 Months,2024-12,2024,2024Q4,Low,Low,39874.87,0
A-eb1312,Company_322,Fintech,US,2024-09-16,partner,Pro,25,False,False,12,1,18147,1512.25,217764,21.5,17.849999999999998,True,False,False,10,0.083,65,663,188047,2893.0307692307692,37,31,4,70.23,1.0,0.0,68.0,117.0,5.0,0.0,0.0,13-24 Months,2024-09,2024,2024Q3,Medium,Medium,26993.66,0
